date,province,health_zone,total_p,total_c,new_s,total_s,total_d,total_dc,total_cure,total_vacc
20180728,North-Kivu,Alimbongo,,,,,,,,
20180729,North-Kivu,Alimbongo,,,,,,,,
20180730,North-Kivu,Alimbongo,,,,,,,,
20180731,North-Kivu,Alimbongo,,,,,,,,
20180801,North-Kivu,Alimbongo,,,,,,,,
20180802,North-Kivu,Alimbongo,,,,,,,,
20180803,North-Kivu,Alimbongo,,,,,,,,
20180804,North-Kivu,Alimbongo,,,,,,,,
20180805,North-Kivu,Alimbongo,,,,,,,,
20180806,North-Kivu,Alimbongo,,,,,,,,
20180807,North-Kivu,Alimbongo,,,,,,,,
20180808,North-Kivu,Alimbongo,,,,,,,,
20180809,North-Kivu,Alimbongo,,,,,,,,
20180810,North-Kivu,Alimbongo,,,,,,,,
20180811,North-Kivu,Alimbongo,,,,,,,,
20180812,North-Kivu,Alimbongo,,,,,,,,
20180813,North-Kivu,Alimbongo,,,,,,,,
20180814,North-Kivu,Alimbongo,,,,,,,,
20180815,North-Kivu,Alimbongo,,,,,,,,
20180816,North-Kivu,Alimbongo,,,,,,,,
20180817,North-Kivu,Alimbongo,,,,,,,,
20180818,North-Kivu,Alimbongo,,,,,,,,
20180819,North-Kivu,Alimbongo,,,,,,,,
20180820,North-Kivu,Alimbongo,,,,,,,,
20180821,North-Kivu,Alimbongo,,,,,,,,
20180822,North-Kivu,Alimbongo,,,,,,,,
20180823,North-Kivu,Alimbongo,,,,,,,,
20180824,North-Kivu,Alimbongo,,,,,,,,
20180825,North-Kivu,Alimbongo,,,,,,,,
20180826,North-Kivu,Alimbongo,,,,,,,,
20180827,North-Kivu,Alimbongo,,,,,,,,
20180828,North-Kivu,Alimbongo,,,,,,,,
20180829,North-Kivu,Alimbongo,,,,,,,,
20180830,North-Kivu,Alimbongo,,,,,,,,
20180831,North-Kivu,Alimbongo,,,,,,,,
20180901,North-Kivu,Alimbongo,,,,,,,,
20180902,North-Kivu,Alimbongo,,,,,,,,
20180903,North-Kivu,Alimbongo,,,,,,,,
20180904,North-Kivu,Alimbongo,,,,,,,,
20180905,North-Kivu,Alimbongo,,,,,,,,
20180906,North-Kivu,Alimbongo,,,,,,,,
20180907,North-Kivu,Alimbongo,,,,,,,,
20180908,North-Kivu,Alimbongo,,,,,,,,
20180909,North-Kivu,Alimbongo,,,,,,,,
20180910,North-Kivu,Alimbongo,,,,,,,,
20180911,North-Kivu,Alimbongo,,,,,,,,
20180912,North-Kivu,Alimbongo,,,,,,,,
20180913,North-Kivu,Alimbongo,,,,,,,,
20180914,North-Kivu,Alimbongo,,,,,,,,
20180915,North-Kivu,Alimbongo,,,,,,,,
20180916,North-Kivu,Alimbongo,,,,,,,,
20180917,North-Kivu,Alimbongo,,,,,,,,
20180918,North-Kivu,Alimbongo,,,,,,,,
20180919,North-Kivu,Alimbongo,,,,,,,,
20180920,North-Kivu,Alimbongo,,,,,,,,
20180921,North-Kivu,Alimbongo,,,,,,,,
20180922,North-Kivu,Alimbongo,,,,,,,,
20180923,North-Kivu,Alimbongo,,,,,,,,
20180924,North-Kivu,Alimbongo,,,,,,,,
20180925,North-Kivu,Alimbongo,,,,,,,,
20180926,North-Kivu,Alimbongo,,,,,,,,
20180927,North-Kivu,Alimbongo,,,,,,,,
20180928,North-Kivu,Alimbongo,,,,,,,,
20180929,North-Kivu,Alimbongo,,,,,,,,
20180930,North-Kivu,Alimbongo,,,,,,,,
20181001,North-Kivu,Alimbongo,,,,,,,,
20181002,North-Kivu,Alimbongo,,,,,,,,
20181003,North-Kivu,Alimbongo,,,,,,,,
20181004,North-Kivu,Alimbongo,,,,,,,,
20181005,North-Kivu,Alimbongo,,,,,,,,
20181006,North-Kivu,Alimbongo,,,,,,,,
20181007,North-Kivu,Alimbongo,,,,,,,,
20181008,North-Kivu,Alimbongo,,,,,,,,
20181009,North-Kivu,Alimbongo,,,,,,,,
20181010,North-Kivu,Alimbongo,,,,,,,,
20181011,North-Kivu,Alimbongo,,,,,,,,
20181012,North-Kivu,Alimbongo,,,,,,,,
20181013,North-Kivu,Alimbongo,,,,,,,,
20181014,North-Kivu,Alimbongo,,,,,,,,
20181015,North-Kivu,Alimbongo,,,,,,,,
20181016,North-Kivu,Alimbongo,,,,,,,,
20181017,North-Kivu,Alimbongo,,,,,,,,
20181018,North-Kivu,Alimbongo,,,,,,,,
20181019,North-Kivu,Alimbongo,,,,,,,,
20181020,North-Kivu,Alimbongo,,,,,,,,
