date,province,health_zone,total_p,total_c,new_s,total_s,total_d,total_dc,total_cure,total_vacc
20181021,North-Kivu,Alimbongo,,,,,,,,
20181022,North-Kivu,Alimbongo,,,,,,,,
20181023,North-Kivu,Alimbongo,,,,,,,,
20181024,North-Kivu,Alimbongo,,,,,,,,
20181025,North-Kivu,Alimbongo,,,,,,,,
20181026,North-Kivu,Alimbongo,,,,,,,,
20181027,North-Kivu,Alimbongo,,,,,,,,
20181028,North-Kivu,Alimbongo,,,,,,,,
20181029,North-Kivu,Alimbongo,,,,,,,,
20181030,North-Kivu,Alimbongo,,,,,,,,
20181031,North-Kivu,Alimbongo,,,,,,,,
20181101,North-Kivu,Alimbongo,,,,,,,,
20181102,North-Kivu,Alimbongo,,,,,,,,
20181103,North-Kivu,Alimbongo,,,,,,,,
20181104,North-Kivu,Alimbongo,,,,,,,,
20181105,North-Kivu,Alimbongo,,,,,,,,
20181106,North-Kivu,Alimbongo,,,,,,,,
20181107,North-Kivu,Alimbongo,,,,,,,,
20181108,North-Kivu,Alimbongo,,,,,,,,
20181109,North-Kivu,Alimbongo,,,,,,,,
20181110,North-Kivu,Alimbongo,,,,,,,,
20181111,North-Kivu,Alimbongo,,,,,,,,34
20181112,North-Kivu,Alimbongo,,,,,,,,34
20181113,North-Kivu,Alimbongo,,,,,,,,34
20181114,North-Kivu,Alimbongo,,,,,,,,34
20181115,North-Kivu,Alimbongo,,,,,,,,34
20181116,North-Kivu,Alimbongo,,,,,,,,34
20181117,North-Kivu,Alimbongo,,,,,,,,34
20181118,North-Kivu,Alimbongo,,,,,,,,34
20181119,North-Kivu,Alimbongo,,,,,,,,34
20181120,North-Kivu,Alimbongo,,,,,,,,34
20181121,North-Kivu,Alimbongo,,,,,,,,34
20181122,North-Kivu,Alimbongo,,,,,,,,34
20181123,North-Kivu,Alimbongo,,,,,,,,34
20181124,North-Kivu,Alimbongo,,,,,,,,34
20181125,North-Kivu,Alimbongo,,,,,,,,34
20181126,North-Kivu,Alimbongo,,,,,,,,34
20181127,North-Kivu,Alimbongo,,,,,,,,34
20181128,North-Kivu,Alimbongo,,,,,,,,34
20181129,North-Kivu,Alimbongo,,,,,,,,34
20181130,North-Kivu,Alimbongo,,,,,,,,34
20181201,North-Kivu,Alimbongo,,,,,,,,34
20181202,North-Kivu,Alimbongo,,,,,,,,34
20181203,North-Kivu,Alimbongo,,,,,,,,34
20181204,North-Kivu,Alimbongo,,,,,,,,34
20181205,North-Kivu,Alimbongo,,,,,,,,51
20181206,North-Kivu,Alimbongo,,,,,,,,51
20181207,North-Kivu,Alimbongo,,,,,,,,63
20181208,North-Kivu,Alimbongo,,,,,,,,63
20181209,North-Kivu,Alimbongo,,,,,,,,63
20181210,North-Kivu,Alimbongo,,,,,,,,63
20181211,North-Kivu,Alimbongo,,,,,,,,63
