date,province,health_zone,total_p,total_c,new_s,total_s,total_d,total_dc,total_cure,total_vacc
20180728,North-Kivu,Mangurujipa,,,,,,,,
20180729,North-Kivu,Mangurujipa,,,,,,,,
20180730,North-Kivu,Mangurujipa,,,,,,,,
20180731,North-Kivu,Mangurujipa,,,,,,,,
20180801,North-Kivu,Mangurujipa,,,,,,,,
20180802,North-Kivu,Mangurujipa,,,,,,,,
20180803,North-Kivu,Mangurujipa,,,,,,,,
20180804,North-Kivu,Mangurujipa,,,,,,,,
20180805,North-Kivu,Mangurujipa,,,,,,,,
20180806,North-Kivu,Mangurujipa,,,,,,,,
20180807,North-Kivu,Mangurujipa,,,,,,,,
20180808,North-Kivu,Mangurujipa,,,,,,,,
20180809,North-Kivu,Mangurujipa,,,,,,,,
20180810,North-Kivu,Mangurujipa,,,,,,,,
20180811,North-Kivu,Mangurujipa,,,,,,,,
20180812,North-Kivu,Mangurujipa,,,,,,,,
20180813,North-Kivu,Mangurujipa,,,,,,,,
20180814,North-Kivu,Mangurujipa,,,,,,,,
20180815,North-Kivu,Mangurujipa,,,,,,,,
20180816,North-Kivu,Mangurujipa,,,,,,,,
20180817,North-Kivu,Mangurujipa,,,,,,,,
20180818,North-Kivu,Mangurujipa,,,,,,,,
20180819,North-Kivu,Mangurujipa,,,,,,,,
20180820,North-Kivu,Mangurujipa,,,,,,,,
20180821,North-Kivu,Mangurujipa,,,,,,,,
20180822,North-Kivu,Mangurujipa,,,,,,,,
20180823,North-Kivu,Mangurujipa,,,,,,,,
20180824,North-Kivu,Mangurujipa,,,,,,,,
20180825,North-Kivu,Mangurujipa,,,,,,,,
20180826,North-Kivu,Mangurujipa,,,,,,,,
20180827,North-Kivu,Mangurujipa,,,,,,,,
20180828,North-Kivu,Mangurujipa,,,,,,,,
20180829,North-Kivu,Mangurujipa,,,,,,,,
20180830,North-Kivu,Mangurujipa,,,,,,,,
20180831,North-Kivu,Mangurujipa,,,,,,,,
20180901,North-Kivu,Mangurujipa,,,,,,,,
20180902,North-Kivu,Mangurujipa,,,,,,,,
20180903,North-Kivu,Mangurujipa,,,,,,,,
20180904,North-Kivu,Mangurujipa,,,,,,,,
20180905,North-Kivu,Mangurujipa,,,,,,,,
20180906,North-Kivu,Mangurujipa,,,,,,,,
20180907,North-Kivu,Mangurujipa,,,,,,,,
20180908,North-Kivu,Mangurujipa,,,,,,,,
